Time,4.1,4.09,4.08,4.07,4.06,4.05,4.04,4.03,4.02,4.01,4.0,3.99,3.98,3.97,3.96,3.95,3.94,3.93,3.92,3.91,3.9,3.89
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,3.0127022225076e-06,3.0090259526158e-06,3.0053451857473e-06,3.0016599053715e-06,2.9979700948507e-06,2.9942757374143e-06,2.990576816199e-06,2.9868733143035e-06,2.9831652145931e-06,2.9794524999767e-06,2.9757351531315e-06,2.9720131566992e-06,2.9682864931924e-06,2.9645551449765e-06,2.9608190943706e-06,2.9570783235631e-06,2.953332814583e-06,2.949582549382e-06,2.9458275098179e-06,2.9420676776231e-06,2.9383030343595e-06,2.9345335615109e-06
2.0,2.0061487164158e-05,2.0037007000039e-05,2.0012496890767e-05,1.9987956726097e-05,1.996338639532e-05,1.9938785786847e-05,1.9914154788411e-05,1.9889493287141e-05,1.9864801169456e-05,1.9840078320973e-05,1.981532462682e-05,1.9790539971162e-05,1.9765724237512e-05,1.9740877308679e-05,1.97159990667e-05,1.9691089393012e-05,1.9666148167996e-05,1.96411752715e-05,1.9616170582717e-05,1.9591133979788e-05,1.9566065340183e-05,1.9540964540701e-05
3.0,5.4457793343175e-05,5.43913408558e-05,5.432480708098e-05,5.4258191719633e-05,5.4191494470736e-05,5.4124715031726e-05,5.4057853097908e-05,5.3990908362897e-05,5.3923880518138e-05,5.385676925357e-05,5.3789574256759e-05,5.3722295213515e-05,5.3654931807853e-05,5.3587483721406e-05,5.3519950634219e-05,5.3452332224013e-05,5.3384628166435e-05,5.3316838135352e-05,5.3248961802563e-05,5.3180998837392e-05,5.3112948907238e-05,5.3044811677707e-05
4.0,9.8863654263652e-05,9.8743015227055e-05,9.8622228619529e-05,9.8501293898268e-05,9.8380210517152e-05,9.8258977926387e-05,9.8137595573236e-05,9.8016062901127e-05,9.7894379350359e-05,9.7772544357563e-05,9.7650557355792e-05,9.7528417774699e-05,9.740612504043e-05,9.7283678575248e-05,9.7161077798162e-05,9.7038322124058e-05,9.6915410964292e-05,9.6792343726948e-05,9.6669119815533e-05,9.6545738630095e-05,9.6422199567258e-05,9.6298502019214e-05
5.0,0.0001427829480915,0.0001426087162428,0.0001424342712661,0.0001422596123775,0.000142084738788,0.0001419096497041,0.0001417343443271,0.0001415588218534,0.0001413830814744,0.0001412071223765,0.0001410309437412,0.0001408545447446,0.0001406779245578,0.0001405010823464,0.0001403240172715,0.0001401467284879,0.0001399692151458,0.0001397914763897,0.0001396135113585,0.0001394353191861,0.0001392568990004,0.0001390782499237
6.0,0.0001793586977962,0.0001791398341464,0.000178920702773,0.0001787013026915,0.000178481632911,0.0001782616924339,0.0001780414802572,0.0001778209953717,0.0001776002367615,0.000177379203405,0.0001771578942734,0.0001769363083322,0.0001767144445398,0.0001764923018483,0.0001762698792035,0.0001760471755446,0.0001758241898033,0.000175600920905,0.0001753773677686,0.0001751535293056,0.0001749294044204,0.0001747049920111
7.0,0.0002063720270593,0.0002061202002205,0.0002058680653362,0.0002056156212735,0.0002053628668917,0.0002051098010441,0.0002048564225758,0.0002046027303262,0.000204348723126,0.0002040943997991,0.0002038397591627,0.0002035848000262,0.0002033295211911,0.0002030739214521,0.0002028179995957,0.0002025617544011,0.0002023051846399,0.0002020482890753,0.0002017910664628,0.0002015335155506,0.0002012756350781,0.0002010174237771
8.0,0.0002240143878147,0.0002237410327787,0.0002234673433628,0.0002231933183376,0.0002229189564642,0.0002226442564985,0.0002223692171872,0.0002220938372692,0.0002218181154765,0.0002215420505319,0.0002212656411513,0.0002209888860433,0.0002207117839056,0.0002204343334309,0.0002201565333013,0.0002198783821921,0.0002195998787692,0.0002193210216908,0.000219041809606,0.0002187622411555,0.0002184823149714,0.0002182020296768
9.0,0.0002329980987593,0.0002327137813005,0.0002324291160527,0.0002321441017356,0.0002318587370625,0.0002315730207381,0.0002312869514591,0.0002310005279138,0.0002307137487834,0.0002304266127408,0.0002301391184483,0.0002298512645631,0.0002295630497316,0.0002292744725932,0.0002289855317784,0.0002286962259083,0.0002284065535951,0.0002281165134441,0.0002278261040496,0.0002275353239971,0.0002272441718661,0.0002269526462221
